instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,year,bike_recommendation
12076,2012-05-23,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,38,681,719,Wednesday,2012,TIDAK
12077,2012-05-23,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0.0,39,258,297,Wednesday,2012,YA
12078,2012-05-23,2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,52,139,191,Wednesday,2012,YA
12079,2012-05-23,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197,Wednesday,2012,YA
12080,2012-05-23,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248,Wednesday,2012,YA
12081,2012-05-23,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270,Wednesday,2012,YA
12082,2012-05-23,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,67,181,248,Wednesday,2012,YA
12083,2012-05-23,2,1,5,15,0,3,1,2,0.7,0.6515,0.61,0.0,65,192,257,Wednesday,2012,YA
12084,2012-05-23,2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,62,216,278,Wednesday,2012,TIDAK
12085,2012-05-23,2,1,5,17,0,3,1,3,0.64,0.6061,0.69,0.1045,45,240,285,Wednesday,2012,TIDAK
12086,2012-05-23,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,31,296,327,Wednesday,2012,TIDAK
12087,2012-05-23,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,40,336,376,Wednesday,2012,TIDAK
12088,2012-05-23,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,28,267,295,Wednesday,2012,TIDAK
12089,2012-05-23,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0.0,24,221,245,Wednesday,2012,TIDAK
12090,2012-05-23,2,1,5,22,0,3,1,2,0.62,0.5758,0.83,0.1642,23,136,159,Wednesday,2012,TIDAK
12091,2012-05-23,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,23,83,106,Wednesday,2012,TIDAK
12092,2012-05-24,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896,7,49,56,Thursday,2012,TIDAK
12093,2012-05-24,2,1,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,9,21,30,Thursday,2012,TIDAK
12094,2012-05-24,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0.0,1,15,16,Thursday,2012,TIDAK
12095,2012-05-24,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,1,3,4,Thursday,2012,TIDAK
12096,2012-05-24,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,0,5,5,Thursday,2012,TIDAK
12097,2012-05-24,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,1,29,30,Thursday,2012,TIDAK
12098,2012-05-24,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,10,146,156,Thursday,2012,TIDAK
12099,2012-05-24,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,22,393,415,Thursday,2012,TIDAK
12100,2012-05-24,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692,Thursday,2012,YA
12101,2012-05-24,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,34,267,301,Thursday,2012,YA
12102,2012-05-24,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,47,138,185,Thursday,2012,YA
12103,2012-05-24,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221,Thursday,2012,YA
12104,2012-05-24,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289,Thursday,2012,YA
12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,Thursday,2012,TIDAK
12106,2012-05-24,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252,Thursday,2012,TIDAK
12107,2012-05-24,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,69,222,291,Thursday,2012,TIDAK
12108,2012-05-24,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,61,329,390,Thursday,2012,TIDAK
12109,2012-05-24,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,120,678,798,Thursday,2012,TIDAK
12110,2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752,Thursday,2012,TIDAK
12111,2012-05-24,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,Thursday,2012,YA
12112,2012-05-24,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398,Thursday,2012,YA
12113,2012-05-24,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,Thursday,2012,TIDAK
12114,2012-05-24,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243,Thursday,2012,YA
12115,2012-05-24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167,Thursday,2012,YA
12116,2012-05-25,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,10,63,73,Friday,2012,TIDAK
12117,2012-05-25,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,8,34,42,Friday,2012,TIDAK
12118,2012-05-25,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0.0,7,16,23,Friday,2012,TIDAK
12119,2012-05-25,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,8,6,14,Friday,2012,TIDAK
12120,2012-05-25,2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0.0,3,6,9,Friday,2012,TIDAK
12121,2012-05-25,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,2,28,30,Friday,2012,TIDAK
12122,2012-05-25,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,5,108,113,Friday,2012,TIDAK
12123,2012-05-25,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,7,352,359,Friday,2012,TIDAK
12124,2012-05-25,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,32,551,583,Friday,2012,TIDAK
12125,2012-05-25,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288,340,Friday,2012,TIDAK
12126,2012-05-25,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,69,163,232,Friday,2012,YA
12127,2012-05-25,2,1,5,11,0,5,1,1,0.68,0.6364,0.79,0.1343,90,193,283,Friday,2012,YA
12128,2012-05-25,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045,84,237,321,Friday,2012,TIDAK
12129,2012-05-25,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333,Friday,2012,TIDAK
12130,2012-05-25,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367,Friday,2012,TIDAK
12131,2012-05-25,2,1,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,106,360,466,Friday,2012,TIDAK
12132,2012-05-25,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,137,447,584,Friday,2012,TIDAK
12133,2012-05-25,2,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,124,529,653,Friday,2012,TIDAK
12134,2012-05-25,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,131,391,522,Friday,2012,TIDAK
12135,2012-05-25,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,111,293,404,Friday,2012,TIDAK
12136,2012-05-25,2,1,5,20,0,5,1,1,0.7,0.6515,0.65,0.1642,80,270,350,Friday,2012,YA
12137,2012-05-25,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,62,193,255,Friday,2012,YA
12138,2012-05-25,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,65,147,212,Friday,2012,YA
12139,2012-05-25,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,34,132,166,Friday,2012,YA
12140,2012-05-26,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,18,98,116,Saturday,2012,TIDAK
12141,2012-05-26,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82,Saturday,2012,TIDAK
12142,2012-05-26,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64,Saturday,2012,TIDAK
12143,2012-05-26,2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,9,22,31,Saturday,2012,TIDAK
12144,2012-05-26,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,0,2,2,Saturday,2012,TIDAK
12145,2012-05-26,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,0,10,10,Saturday,2012,TIDAK
12146,2012-05-26,2,1,5,6,0,6,0,1,0.62,0.5606,0.88,0.194,6,25,31,Saturday,2012,TIDAK
12147,2012-05-26,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,10,44,54,Saturday,2012,TIDAK
12148,2012-05-26,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141,Saturday,2012,YA
12149,2012-05-26,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194,97,192,289,Saturday,2012,TIDAK
12150,2012-05-26,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,181,256,437,Saturday,2012,YA
12151,2012-05-26,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,208,312,520,Saturday,2012,YA
12152,2012-05-26,2,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,236,293,529,Saturday,2012,TIDAK
12153,2012-05-26,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,265,274,539,Saturday,2012,TIDAK
12154,2012-05-26,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,307,257,564,Saturday,2012,TIDAK
12155,2012-05-26,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,274,239,513,Saturday,2012,TIDAK
12156,2012-05-26,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,261,243,504,Saturday,2012,TIDAK
12157,2012-05-26,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462,Saturday,2012,TIDAK
12158,2012-05-26,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,199,216,415,Saturday,2012,TIDAK
12159,2012-05-26,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,159,214,373,Saturday,2012,TIDAK
12160,2012-05-26,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,103,152,255,Saturday,2012,TIDAK
12161,2012-05-26,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,100,151,251,Saturday,2012,TIDAK
12162,2012-05-26,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,86,118,204,Saturday,2012,YA
12163,2012-05-26,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114,150,Saturday,2012,YA
12164,2012-05-27,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48,89,137,Sunday,2012,YA
12165,2012-05-27,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,17,61,78,Sunday,2012,YA
12166,2012-05-27,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,16,45,61,Sunday,2012,YA
12167,2012-05-27,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,11,25,36,Sunday,2012,YA
12168,2012-05-27,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,4,7,11,Sunday,2012,TIDAK
12169,2012-05-27,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,2,5,7,Sunday,2012,TIDAK
12170,2012-05-27,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,8,14,22,Sunday,2012,TIDAK
12171,2012-05-27,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,22,30,52,Sunday,2012,TIDAK
12172,2012-05-27,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,69,82,151,Sunday,2012,TIDAK
12173,2012-05-27,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,130,140,270,Sunday,2012,TIDAK
12174,2012-05-27,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,209,215,424,Sunday,2012,YA
12175,2012-05-27,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,268,251,519,Sunday,2012,TIDAK
12176,2012-05-27,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,301,269,570,Sunday,2012,TIDAK
12177,2012-05-27,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,270,228,498,Sunday,2012,TIDAK
12178,2012-05-27,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,317,230,547,Sunday,2012,TIDAK
12179,2012-05-27,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535,Sunday,2012,TIDAK
12180,2012-05-27,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,258,243,501,Sunday,2012,TIDAK
12181,2012-05-27,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522,Sunday,2012,TIDAK
12182,2012-05-27,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,266,252,518,Sunday,2012,TIDAK
12183,2012-05-27,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,230,212,442,Sunday,2012,TIDAK
12184,2012-05-27,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,168,224,392,Sunday,2012,TIDAK
12185,2012-05-27,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,64,79,143,Sunday,2012,TIDAK
12186,2012-05-27,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0.0,9,50,59,Sunday,2012,TIDAK
12187,2012-05-27,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,Sunday,2012,TIDAK
12188,2012-05-28,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65,Monday,2012,TIDAK
12189,2012-05-28,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59,Monday,2012,YA
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,Monday,2012,TIDAK
12191,2012-05-28,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18,Monday,2012,YA
12192,2012-05-28,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6,Monday,2012,YA
12193,2012-05-28,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9,Monday,2012,YA
12194,2012-05-28,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20,Monday,2012,YA
12195,2012-05-28,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67,Monday,2012,YA
12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155,Monday,2012,YA
12197,2012-05-28,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,121,142,263,Monday,2012,YA
12198,2012-05-28,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364,Monday,2012,YA
12199,2012-05-28,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476,Monday,2012,TIDAK
12200,2012-05-28,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525,Monday,2012,TIDAK
12201,2012-05-28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556,Monday,2012,TIDAK
12202,2012-05-28,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465,Monday,2012,TIDAK
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,Monday,2012,TIDAK
12204,2012-05-28,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501,Monday,2012,TIDAK
12205,2012-05-28,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405,Monday,2012,TIDAK
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383,Monday,2012,TIDAK
12207,2012-05-28,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395,Monday,2012,TIDAK
12208,2012-05-28,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317,Monday,2012,TIDAK
12209,2012-05-28,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247,Monday,2012,TIDAK
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,Monday,2012,TIDAK
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82,Monday,2012,TIDAK
12212,2012-05-29,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45,Tuesday,2012,YA
12213,2012-05-29,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14,Tuesday,2012,YA
12214,2012-05-29,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8,Tuesday,2012,TIDAK
12215,2012-05-29,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3,Tuesday,2012,YA
12216,2012-05-29,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5,Tuesday,2012,YA
12217,2012-05-29,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33,Tuesday,2012,YA
12218,2012-05-29,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154,Tuesday,2012,YA
12219,2012-05-29,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450,Tuesday,2012,YA
12220,2012-05-29,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634,Tuesday,2012,YA
12221,2012-05-29,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257,Tuesday,2012,TIDAK
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183,Tuesday,2012,TIDAK
12223,2012-05-29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197,Tuesday,2012,TIDAK
12224,2012-05-29,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237,Tuesday,2012,TIDAK
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239,Tuesday,2012,TIDAK
12226,2012-05-29,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238,Tuesday,2012,TIDAK
12227,2012-05-29,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256,Tuesday,2012,TIDAK
12228,2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393,Tuesday,2012,TIDAK
12229,2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781,Tuesday,2012,TIDAK
12230,2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710,Tuesday,2012,TIDAK
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526,Tuesday,2012,TIDAK
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204,Tuesday,2012,TIDAK
12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71,Tuesday,2012,TIDAK
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55,Tuesday,2012,TIDAK
12235,2012-05-29,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0,10,40,50,Tuesday,2012,TIDAK
12236,2012-05-30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36,Wednesday,2012,TIDAK
12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4,Wednesday,2012,TIDAK
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,Wednesday,2012,TIDAK
12239,2012-05-30,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,Wednesday,2012,TIDAK
12240,2012-05-30,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6,Wednesday,2012,TIDAK
12241,2012-05-30,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41,Wednesday,2012,YA
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,Wednesday,2012,YA
12243,2012-05-30,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483,Wednesday,2012,TIDAK
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671,Wednesday,2012,YA
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305,Wednesday,2012,YA
12246,2012-05-30,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177,Wednesday,2012,YA
12247,2012-05-30,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208,Wednesday,2012,YA
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,33,220,253,Wednesday,2012,YA
12249,2012-05-30,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289,Wednesday,2012,YA
12250,2012-05-30,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252,Wednesday,2012,TIDAK
12251,2012-05-30,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275,Wednesday,2012,TIDAK
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398,Wednesday,2012,TIDAK
12253,2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839,Wednesday,2012,TIDAK
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796,Wednesday,2012,TIDAK
12255,2012-05-30,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556,Wednesday,2012,TIDAK
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431,Wednesday,2012,YA
12257,2012-05-30,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,Wednesday,2012,YA
12258,2012-05-30,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217,Wednesday,2012,YA
12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160,Wednesday,2012,YA
12260,2012-05-31,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61,Thursday,2012,YA
12261,2012-05-31,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26,Thursday,2012,YA
12262,2012-05-31,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14,Thursday,2012,YA
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,Thursday,2012,YA
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,0,8,8,Thursday,2012,YA
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33,Thursday,2012,YA
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178,Thursday,2012,YA
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,Thursday,2012,YA
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693,Thursday,2012,YA
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311,Thursday,2012,YA
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220,Thursday,2012,YA
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218,Thursday,2012,TIDAK
12272,2012-05-31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292,Thursday,2012,TIDAK
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293,Thursday,2012,TIDAK
12274,2012-05-31,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,61,193,254,Thursday,2012,TIDAK
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,81,209,290,Thursday,2012,TIDAK
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487,Thursday,2012,TIDAK
12277,2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742,827,Thursday,2012,TIDAK
12278,2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,85,700,785,Thursday,2012,TIDAK
12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591,Thursday,2012,TIDAK
12280,2012-05-31,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,88,391,479,Thursday,2012,YA
12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359,Thursday,2012,YA
12282,2012-05-31,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,43,221,264,Thursday,2012,YA
12283,2012-05-31,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,26,114,140,Thursday,2012,YA
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86,Friday,2012,YA
12285,2012-06-01,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34,Friday,2012,YA
12286,2012-06-01,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16,Friday,2012,YA
12287,2012-06-01,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4,Friday,2012,YA
12288,2012-06-01,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6,Friday,2012,YA
12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45,Friday,2012,YA
12290,2012-06-01,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,5,136,141,Friday,2012,TIDAK
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,33,369,402,Friday,2012,TIDAK
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694,Friday,2012,TIDAK
12293,2012-06-01,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,24,274,298,Friday,2012,TIDAK
12294,2012-06-01,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,49,155,204,Friday,2012,YA
12295,2012-06-01,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,42,193,235,Friday,2012,YA
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310,Friday,2012,YA
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316,Friday,2012,TIDAK
